operadora;localidade;UF;data;TOTAL_DE_CHAMADAS;PERDAS_OI_ABS;PERDAS_OI
GVT;DUQUE DE CAXIAS;RJ;2015-06-22;567;25;4,41
OI Fixa;SANTOS DUMONT;MG;2015-06-22;565;15;2,65
BrT Fixa;ARAQUARI;SC;2015-06-22;565;9;1,59
OI Fixa;SANTA INES;MA;2015-06-22;559;38;6,8
GVT;CIANORTE;PR;2015-06-22;557;87;15,62
Telefônica;MONTE MOR;SP;2015-06-22;555;60;10,81
OI Fixa;VISCONDE DO RIO BRANCO;MG;2015-06-22;555;8;1,44
OI Fixa;ANANINDEUA;PA;2015-06-22;554;31;5,6
OI Fixa;NOVO PROGRESSO;PA;2015-06-22;553;28;5,06
OI Fixa;JUAZEIRO;BA;2015-06-22;553;16;2,89
BrT Fixa;SAPEZAL;MT;2015-06-22;550;32;5,82
BrT Fixa;IJUI;RS;2015-06-22;547;17;3,11
OI Fixa;SAO SEBASTIAO DO PARAISO;MG;2015-06-22;547;41;7,5
Telefônica;EMBU-GUACU;SP;2015-06-22;542;51;9,41
BrT Fixa;COLINAS DO TOCANTINS;TO;2015-06-22;542;23;4,24
BrT Fixa;PORTO BELO;SC;2015-06-22;541;4;0,74
OI Fixa;MIGUEL PEREIRA;RJ;2015-06-22;539;11;2,04
Algar Telecom;ORLANDIA;SP;2015-06-22;538;19;3,53
BrT Fixa;BARRA VELHA;SC;2015-06-22;537;14;2,61
OI Fixa;PARAGOMINAS;PA;2015-06-22;535;62;11,59
GVT;ANAPOLIS;GO;2015-06-22;534;7;1,31
BrT Fixa;GASPAR;SC;2015-06-22;533;6;1,13
Telefônica;IGUAPE;SP;2015-06-22;533;11;2,06
OI Fixa;DIAS D'AVILA;BA;2015-06-22;532;9;1,69
GVT;OLINDA;PE;2015-06-22;532;3;0,56
Telefônica;NOVO HORIZONTE;SP;2015-06-22;531;26;4,9
Telefônica;BROTAS;SP;2015-06-22;529;19;3,59
OI Fixa;BOA ESPERANCA;MG;2015-06-22;529;15;2,84
GVT;PASSO FUNDO;RS;2015-06-22;528;9;1,7
OI Fixa;JAGUAQUARA;BA;2015-06-22;528;39;7,39
OI Fixa;CASTANHAL;PA;2015-06-22;528;6;1,14
Telefônica;SERRA NEGRA;SP;2015-06-22;525;57;10,86
GVT;CAMPO GRANDE;MS;2015-06-22;525;97;18,48
BrT Fixa;SANTA MARIA;RS;2015-06-22;522;9;1,72
Telefônica;ITAI;SP;2015-06-22;519;31;5,97
GVT;FLORIANOPOLIS;SC;2015-06-22;512;72;14,06
Telefônica;SERRANA;SP;2015-06-22;511;9;1,76
BrT Fixa;JATAI;GO;2015-06-22;511;8;1,57
OI Fixa;MANGARATIBA;RJ;2015-06-22;509;15;2,95
OI Fixa;MARATAIZES;ES;2015-06-22;508;16;3,15
GVT;ARAPONGAS;PR;2015-06-22;507;2;0,39
BrT Fixa;POMERODE;SC;2015-06-22;505;40;7,92
Telefônica;BOM JESUS DOS PERDOES;SP;2015-06-22;501;5;1
Telefônica;ITATINGA;SP;2015-06-22;499;5;1
Telefônica;OSVALDO CRUZ;SP;2015-06-22;498;23;4,62
BrT Fixa;BENTO GONCALVES;RS;2015-06-22;495;7;1,41
Embratel;TERESINA;PI;2015-06-22;494;10;2,02
OI Fixa;OLIVEIRA;MG;2015-06-22;493;14;2,84
OI Fixa;MATOZINHOS;MG;2015-06-22;491;33;6,72
OI Fixa;RESPLENDOR;MG;2015-06-22;488;28;5,74
Telefônica;DOIS CORREGOS;SP;2015-06-22;486;8;1,65
GVT;ALMIRANTE TAMANDARE;PR;2015-06-22;483;24;4,97
OI Fixa;NOVA VENECIA;ES;2015-06-22;482;18;3,73
Algar Telecom;SAO JOAQUIM DA BARRA;SP;2015-06-22;482;19;3,94
BrT Fixa;SANTA CRUZ DO SUL;RS;2015-06-22;481;60;12,47
BrT Fixa;JUARA;MT;2015-06-22;479;8;1,67
OI Fixa;ESMERALDAS;MG;2015-06-22;479;11;2,3
BrT Fixa;TIMBO;SC;2015-06-22;479;18;3,76
OI Fixa;ARAPIRACA;AL;2015-06-22;478;11;2,3
BrT Fixa;ALVORADA;RS;2015-06-22;474;5;1,05
OI Fixa;FORMIGA;MG;2015-06-22;472;15;3,18
BrT Fixa;RIACHO FUNDO;DF;2015-06-22;470;30;6,38
Telefônica;ADAMANTINA;SP;2015-06-22;468;20;4,27
Embratel;HORTOLANDIA;SP;2015-06-22;468;1;0,21
OI Fixa;PIUMA;ES;2015-06-22;466;1;0,21
BrT Fixa;NOVA XAVANTINA;MT;2015-06-22;465;58;12,47
BrT Fixa;GUAJARA-MIRIM;RO;2015-06-22;462;64;13,85
OI Fixa;TUCURUI;PA;2015-06-22;462;15;3,25
OI Fixa;CAMPO BELO;MG;2015-06-22;462;15;3,25
OI Fixa;GUAPIMIRIM;RJ;2015-06-22;462;20;4,33
OI Fixa;RIO JANEIRO;RJ;2015-06-22;458;4;0,87
OI Fixa;SAO GONCALO DO RIO ABAIXO;MG;2015-06-22;458;7;1,53
OI Fixa;JAPERI;RJ;2015-06-22;458;14;3,06
OI Fixa;IBIA;MG;2015-06-22;457;0;0
Telefônica;GUARIBA;SP;2015-06-22;455;26;5,71
GVT;GAMA;DF;2015-06-22;455;31;6,81
BrT Fixa;CARAZINHO;RS;2015-06-22;454;10;2,2
Algar Telecom;PRATA;MG;2015-06-22;452;5;1,11
GVT;BALNEARIO CAMBORIU;SC;2015-06-22;452;4;0,88
GVT;UMUARAMA;PR;2015-06-22;451;83;18,4
BrT Fixa;CORUMBA;MS;2015-06-22;449;25;5,57
OI Fixa;MARACANAU;CE;2015-06-22;447;11;2,46
OI Fixa;LEOPOLDINA;MG;2015-06-22;447;15;3,36
OI Fixa;BARUERI;SP;2015-06-22;445;0;0
Telefônica;SANTA ISABEL;SP;2015-06-22;444;14;3,15
OI Fixa;BACAXA;RJ;2015-06-22;444;21;4,73
OI Fixa;MUZAMBINHO;MG;2015-06-22;443;10;2,26
Telefônica;ITAPOLIS;SP;2015-06-22;443;11;2,48
BrT Fixa;FORMOSA;GO;2015-06-22;443;56;12,64
OI Fixa;BARAO DE COCAIS;MG;2015-06-22;442;17;3,85
BrT Fixa;DOIS VIZINHOS;PR;2015-06-22;442;20;4,52
OI Fixa;PARAISOPOLIS;MG;2015-06-22;441;5;1,13
Mundivox;RIO DE JANEIRO;RJ;2015-06-22;440;9;2,05
OI Fixa;CAETITE;BA;2015-06-22;440;23;5,23
BrT Fixa;SANTA MARIA;DF;2015-06-22;439;23;5,24
BrT Fixa;BALNEARIO PICARRAS;SC;2015-06-22;439;3;0,68
OI Fixa;SALINAS DA MARGARIDA;BA;2015-06-22;439;12;2,73
OI Fixa;CAIRU;BA;2015-06-22;438;3;0,68
OI Fixa;JOAO PESSOA;PB;2015-06-22;438;16;3,65
Algar Telecom;FRUTAL;MG;2015-06-22;435;28;6,44
OI Fixa;CANAA DOS CARAJAS;PA;2015-06-22;433;12;2,77
OI Fixa;CAMBUI;MG;2015-06-22;429;11;2,56
OI Fixa;IGUABA GRANDE;RJ;2015-06-22;429;44;10,26
OI Fixa;CAUCAIA;CE;2015-06-22;429;8;1,86
OI Fixa;OURO BRANCO;MG;2015-06-22;428;18;4,21
Telefônica;CERQUEIRA CESAR;SP;2015-06-22;427;13;3,04
OI Fixa;TUCUMA;PA;2015-06-22;427;41;9,6
OI Fixa;CORDEIRO;RJ;2015-06-22;427;8;1,87
Telefônica;JOSE BONIFACIO;SP;2015-06-22;426;38;8,92
Telefônica;MOGI-MIRIM;SP;2015-06-22;425;37;8,71
BrT Fixa;MORRETES;PR;2015-06-22;424;6;1,42
OI Fixa;TEFE;AM;2015-06-22;422;33;7,82
Algar Telecom;ITUMBIARA;GO;2015-06-22;421;21;4,99
Telefônica;LOUVEIRA;SP;2015-06-22;420;28;6,67
GVT;COLATINA;ES;2015-06-22;415;2;0,48
OI Fixa;SANTA BARBARA;MG;2015-06-22;414;62;14,98
OI Fixa;ALEM PARAIBA;MG;2015-06-22;412;9;2,18
Telefônica;CASTILHO;SP;2015-06-22;409;6;1,47
BrT Fixa;ALMIRANTE TAMANDARE;PR;2015-06-22;409;2;0,49
OI Fixa;ITUBERA;BA;2015-06-22;408;8;1,96
OI Fixa;SAO GOTARDO;MG;2015-06-22;408;9;2,21
Telefônica;MIRANDOPOLIS;SP;2015-06-22;406;4;0,99
BrT Fixa;PONTAL DO PARANA;PR;2015-06-22;405;0;0
OI Fixa;BOM DESPACHO;MG;2015-06-22;404;7;1,73
OI Fixa;SAO SEBASTIAO DO PASSE;BA;2015-06-22;403;8;1,99
GVT;JABOATAO DOS GUARARAPES;PE;2015-06-22;403;0;0
OI Fixa;ARMACAO DE BUZIOS;RJ;2015-06-22;403;8;1,99
Telefônica;LARANJAL PAULISTA;SP;2015-06-22;402;9;2,24
Telefônica;BIRITIBA-MIRIM;SP;2015-06-22;401;4;1
GVT;CRUZEIRO;DF;2015-06-22;400;25;6,25
OI Fixa;ITAITUBA;PA;2015-06-22;400;42;10,5
OI Fixa;GUANHAES;MG;2015-06-22;400;11;2,75
GVT;ROLANDIA;PR;2015-06-22;399;11;2,76
Telefônica;ARACOIABA DA SERRA;SP;2015-06-22;398;34;8,54
Telefônica;CASA BRANCA;SP;2015-06-22;396;10;2,53
Embratel;MACAE;RJ;2015-06-22;395;7;1,77
Telefônica;SANTA ROSA DE VITERBO;SP;2015-06-22;394;16;4,06
OI Fixa;PIABETA;RJ;2015-06-22;394;12;3,05
OI Fixa;CRATO;CE;2015-06-22;394;28;7,11
OI Fixa;NANUQUE;MG;2015-06-22;394;14;3,55
Telefônica;PIRAJUI;SP;2015-06-22;394;10;2,54
OI Fixa;TRES MARIAS;MG;2015-06-22;393;4;1,02
OI Fixa;IGARAPE;MG;2015-06-22;393;5;1,27
OI Fixa;CAMANDUCAIA;MG;2015-06-22;392;8;2,04
Telefônica;CRAVINHOS;SP;2015-06-22;390;9;2,31
BrT Fixa;MANDIRITUBA;PR;2015-06-22;390;1;0,26
BrT Fixa;DOURADOS;MS;2015-06-22;390;10;2,56
OI Fixa;BOM JESUS DO ITABAPOANA;RJ;2015-06-22;390;14;3,59
Telefônica;AMERICO BRASILIENSE;SP;2015-06-22;390;11;2,82
OI Fixa;GANDU;BA;2015-06-22;386;8;2,07
OI Fixa;GARANHUNS;PE;2015-06-22;385;55;14,29
OI Fixa;PARINTINS;AM;2015-06-22;385;22;5,71
Embratel;DUQUE DE CAXIAS;RJ;2015-06-22;385;6;1,56
BrT Fixa;GUARAI;TO;2015-06-22;384;15;3,91
Telefônica;MOGI MIRIM;SP;2015-06-22;383;56;14,62
Algar Telecom;ITUVERAVA;SP;2015-06-22;383;4;1,04
Telefônica;AGUAS DE LINDOIA;SP;2015-06-22;382;33;8,64
OI Fixa;EUCLIDES DA CUNHA;BA;2015-06-22;381;18;4,72
OI Fixa;VENDA NOVA DO IMIGRANTE;ES;2015-06-22;379;42;11,08
Telefônica;IGARAPAVA;SP;2015-06-22;379;21;5,54
Telefônica;TARUMA;SP;2015-06-22;378;4;1,06
GVT;SARANDI;PR;2015-06-22;377;18;4,77
Embratel;EMBU DAS ARTES;SP;2015-06-22;376;14;3,72
OI Fixa;SANTO ANTONIO DE PADUA;RJ;2015-06-22;376;14;3,72
Telefônica;GARCA;SP;2015-06-22;375;28;7,47
Embratel;CARAPICUIBA;SP;2015-06-22;373;15;4,02
OI Fixa;NOVA ERA;MG;2015-06-22;372;13;3,49
Telefônica;DESCALVADO;SP;2015-06-22;372;35;9,41
OI Fixa;MONTE VERDE;MG;2015-06-22;371;2;0,54
Telefônica;RIO DAS PEDRAS;SP;2015-06-22;371;55;14,82
BrT Fixa;NUCLEO BANDEIRANTE;DF;2015-06-22;370;15;4,05
Telefônica;VARGEM GRANDE DO SUL;SP;2015-06-22;369;34;9,21
GVT;PLANALTINA;DF;2015-06-22;369;23;6,23
OI Fixa;CORRENTE;PI;2015-06-22;368;0;0
BrT Fixa;BAGE;RS;2015-06-22;368;6;1,63
Embratel;SERTAOZINHO;SP;2015-06-22;366;24;6,56
OI Fixa;MONTE SIAO;MG;2015-06-22;365;12;3,29
OI Fixa;OURILANDIA DO NORTE;PA;2015-06-22;364;43;11,81
BrT Fixa;ALEGRETE;RS;2015-06-22;364;0;0
OI Fixa;CAXIAS;MA;2015-06-22;362;41;11,33
BrT Fixa;CRUZEIRO;DF;2015-06-22;362;8;2,21
OI Fixa;ALEGRE;ES;2015-06-22;359;15;4,18
OI Fixa;MUTUIPE;BA;2015-06-22;359;13;3,62
GVT;VIAMAO;RS;2015-06-22;358;23;6,42
Telefônica;SANTA GERTRUDES;SP;2015-06-22;357;52;14,57
Telefônica;BARIRI;SP;2015-06-22;357;6;1,68
Telefônica;DOURADO;SP;2015-06-22;357;14;3,92
BrT Fixa;LAGO SUL;DF;2015-06-22;356;14;3,93
OI Fixa;MACHADO;MG;2015-06-22;355;4;1,13
BrT Fixa;MARAU;RS;2015-06-22;355;10;2,82
OI Fixa;BARRA DE SAO FRANCISCO;ES;2015-06-22;354;12;3,39
BrT Fixa;AGUIARNOPOLIS;TO;2015-06-22;353;6;1,7
Telefônica;PILAR DO SUL;SP;2015-06-22;353;55;15,58
Telefônica;ALUMINIO;SP;2015-06-22;352;8;2,27
GVT;RIO VERDE;GO;2015-06-22;352;4;1,14
OI Fixa;MURITIBA;BA;2015-06-22;351;5;1,42
OI Fixa;FLORIANO;PI;2015-06-22;351;5;1,42
OI Fixa;PIRAI;RJ;2015-06-22;351;3;0,85
Telefônica;PEREIRA BARRETO;SP;2015-06-22;350;6;1,71
Embratel;SANTA BARBARA D'OESTE;SP;2015-06-22;350;16;4,57
Embratel;SALTO;SP;2015-06-22;348;0;0
BrT Fixa;QUERENCIA;MT;2015-06-22;348;24;6,9
OI Fixa;SEROPEDICA;RJ;2015-06-22;348;2;0,57
BrT Fixa;MAFRA;SC;2015-06-22;347;11;3,17
GVT;ESTEIO;RS;2015-06-22;346;5;1,45
GVT;VOTORANTIM;SP;2015-06-22;346;6;1,73
GVT;BAURU;SP;2015-06-22;346;3;0,87
Telefônica;MOGI GUACU;SP;2015-06-22;344;52;15,12
OI Fixa;JOAO PINHEIRO;MG;2015-06-22;344;41;11,92
OI Fixa;POJUCA;BA;2015-06-22;344;4;1,16
OI Fixa;CONCEICAO DO JACUIPE;BA;2015-06-22;343;9;2,62
BrT Fixa;CACHOEIRINHA;RS;2015-06-22;343;8;2,33
Tesa;SAO PAULO;SP;2015-06-22;342;37;10,82
GVT;SAO JOSE;SC;2015-06-22;341;20;5,87
Embratel;RECIFE;PE;2015-06-22;341;2;0,59
BrT Fixa;MIRASSOL D'OESTE;MT;2015-06-22;340;21;6,18
Telefônica;ILHA COMPRIDA;SP;2015-06-22;340;14;4,12
OI Fixa;TABATINGA;AM;2015-06-22;340;19;5,59
Algar Telecom;MORRO AGUDO;SP;2015-06-22;340;5;1,47
OI Fixa;SANTANA DO ARAGUAIA;PA;2015-06-22;339;49;14,45
BrT Fixa;CAMBORIU;SC;2015-06-22;338;8;2,37
BrT Fixa;COLORADO DO OESTE;RO;2015-06-22;338;34;10,06
OI Fixa;MARABA;PA;2015-06-22;338;21;6,21
Telefônica;CESARIO LANGE;SP;2015-06-22;337;15;4,45
Telefônica;TREMEMBE;SP;2015-06-22;337;22;6,53
OI Fixa;NAZARE;BA;2015-06-22;336;15;4,46
Embratel;ARARAS;SP;2015-06-22;336;5;1,49
BrT Fixa;ESTEIO;RS;2015-06-22;335;10;2,99
Embratel;NOVA IGUACU;RJ;2015-06-22;335;13;3,88
OI Fixa;MILAGRES;BA;2015-06-22;333;2;0,6
OI Fixa;CATU;BA;2015-06-22;333;19;5,71
OI Fixa;CACHOEIRO ITAPEMIRIM;ES;2015-06-22;333;0;0
Telefônica;PIRAPOZINHO;SP;2015-06-22;332;20;6,02
BrT Fixa;NOVO GAMA;GO;2015-06-22;330;18;5,45
OI Fixa;SEABRA;BA;2015-06-22;329;11;3,34
BrT Fixa;RIO NEGRO;PR;2015-06-22;329;5;1,52
OI Fixa;LENCOIS;BA;2015-06-22;328;4;1,22
OI Fixa;PORTO REAL;RJ;2015-06-22;327;10;3,06
BrT Fixa;PENHA;SC;2015-06-22;326;3;0,92
OI Fixa;ITAMARAJU;BA;2015-06-22;326;7;2,15
Embratel;LORENA;SP;2015-06-22;325;2;0,62
BrT Fixa;NOVA UBIRATA;MT;2015-06-22;325;20;6,15
Embratel;PAULINIA;SP;2015-06-22;324;7;2,16
Embratel;PASSO FUNDO;RS;2015-06-22;324;8;2,47
Algar Telecom;ITURAMA;MG;2015-06-22;323;8;2,48
OI Fixa;JOAO NEIVA;ES;2015-06-22;323;6;1,86
OI Fixa;CACHOEIRAS DE MACACU;RJ;2015-06-22;323;14;4,33
OI Fixa;SAO GABRIEL DA CACHOEIRA;AM;2015-06-22;320;23;7,19
Telefônica;SANTA RITA DO PASSA QUATRO;SP;2015-06-22;318;14;4,4
Telefônica;CACHOEIRA PAULISTA;SP;2015-06-22;317;48;15,14
OI Fixa;SALINAS;MG;2015-06-22;317;8;2,52
OI Fixa;CAETE;MG;2015-06-22;317;5;1,58
Embratel;FLORIANOPOLIS;SC;2015-06-22;317;2;0,63
OI Fixa;ESTREITO;MA;2015-06-22;316;5;1,58
BrT Fixa;BURITIS;RO;2015-06-22;316;37;11,71
Telefônica;MOGI-GUACU;SP;2015-06-22;316;47;14,87
Telefônica;PIRACAIA;SP;2015-06-22;315;10;3,17
GVT;CAMBE;PR;2015-06-22;315;4;1,27
Telefônica;IBATE;SP;2015-06-22;315;14;4,44
Telefônica;BASTOS;SP;2015-06-22;312;6;1,92
GVT;SOBRADINHO;DF;2015-06-22;312;25;8,01
GVT;LAGO SUL;DF;2015-06-22;312;26;8,33
OI Fixa;OLINDA;PE;2015-06-22;311;5;1,61
OI Fixa;CAXAMBU;MG;2015-06-22;310;3;0,97
BrT Fixa;SANTO ANTONIO DO DESCOBERTO;GO;2015-06-22;310;18;5,81
Telefônica;VALPARAISO;SP;2015-06-22;309;9;2,91
OI Fixa;AREAL;RJ;2015-06-22;308;5;1,62
Telefônica;CHARQUEADA;SP;2015-06-22;308;28;9,09
Telefônica;TANABI;SP;2015-06-22;305;6;1,97
OI Fixa;COROMANDEL;MG;2015-06-22;304;5;1,64
OI Fixa;AMARGOSA;BA;2015-06-22;304;8;2,63
OI Fixa;BOCAIUVA;MG;2015-06-22;304;6;1,97
OI Fixa;SACRAMENTO;MG;2015-06-22;304;17;5,59
BrT Fixa;SANTO ANGELO;RS;2015-06-22;303;9;2,97
BrT Fixa;TRINDADE;GO;2015-06-22;303;9;2,97
Embratel;NOVO HAMBURGO;RS;2015-06-22;302;11;3,64
BrT Fixa;ITIQUIRA;MT;2015-06-22;301;18;5,98
Telefônica;MARTINOPOLIS;SP;2015-06-22;299;10;3,34
BrT Fixa;ERECHIM;RS;2015-06-22;298;5;1,68
GVT;BRUSQUE;SC;2015-06-22;298;3;1,01
Telefônica;TEODORO SAMPAIO;SP;2015-06-22;298;13;4,36
OI Fixa;SAO GABRIEL DA PALHA;ES;2015-06-22;297;10;3,37
Telefônica;MORUNGABA;SP;2015-06-22;296;12;4,05
OI Fixa;MOSSORO;RN;2015-06-22;296;4;1,35
GVT;PAULISTA;PE;2015-06-22;296;3;1,01
OI Fixa;SANTA MARIA DA VITORIA;BA;2015-06-22;295;7;2,37
BrT Fixa;MARECHAL CANDIDO RONDON;PR;2015-06-22;293;11;3,75
OI Fixa;GOIANA;PE;2015-06-22;290;4;1,38
BrT Fixa;RIO BRANCO DO SUL;PR;2015-06-22;290;3;1,03
BrT Fixa;CONFRESA;MT;2015-06-22;289;17;5,88
BrT Fixa;GUAIBA;RS;2015-06-22;288;9;3,13
Telefônica;CAJATI;SP;2015-06-22;288;10;3,47
BrT Fixa;SAPUCAIA DO SUL;RS;2015-06-22;287;3;1,05
Algar Telecom;SAO JOSE DO RIO PRETO;SP;2015-06-22;287;5;1,74
Telefônica;BADY BASSITT;SP;2015-06-22;287;8;2,79
Embratel;TAGUATINGA;DF;2015-06-22;286;22;7,69
Telefônica;PALMITAL;SP;2015-06-22;286;7;2,45
OI Fixa;SAO FRANCISCO;MG;2015-06-22;286;10;3,5
OI Fixa;PICOS;PI;2015-06-22;286;3;1,05
OI Fixa;BARRA DA ESTIVA;BA;2015-06-22;286;5;1,75
OI Fixa;FERNANDO DE NORONHA;PE;2015-06-22;286;40;13,99
Telefônica;GUARARAPES;SP;2015-06-22;285;3;1,05
OI Fixa;PAULISTA;PE;2015-06-22;285;0;0
BrT Fixa;INDAIAL;SC;2015-06-22;285;13;4,56
OI Fixa;BOM JARDIM;RJ;2015-06-22;284;1;0,35
OI Fixa;SANTA CRUZ DO CAPIBARIBE;PE;2015-06-22;284;11;3,87
Embratel;CARIACICA;ES;2015-06-22;284;2;0,7
Telefônica;PRESIDENTE VENCESLAU;SP;2015-06-22;283;7;2,47
BrT Fixa;MATUPA;MT;2015-06-22;283;16;5,65
Telefônica;TAQUARITUBA;SP;2015-06-22;283;4;1,41
OI Fixa;SAO FIDELIS;RJ;2015-06-22;282;6;2,13
OI Fixa;SAO FELIX DO XINGU;PA;2015-06-22;282;28;9,93
BrT Fixa;PEDRA PRETA;MT;2015-06-22;282;17;6,03
GVT;PARANOA;DF;2015-06-22;281;18;6,41
OI Fixa;AMELIA RODRIGUES;BA;2015-06-22;280;4;1,43
OI Fixa;ANCHIETA;ES;2015-06-22;280;20;7,14
Telefônica;GUARAREMA;SP;2015-06-22;279;5;1,79
OI Fixa;RUSSAS;CE;2015-06-22;279;2;0,72
Embratel;COTIA;SP;2015-06-22;278;11;3,96
OI Fixa;ENTRE RIOS;BA;2015-06-22;278;2;0,72
OI Fixa;OURO FINO;MG;2015-06-22;277;14;5,05
Telefônica;MONTE APRAZIVEL;SP;2015-06-22;276;6;2,17
OI Fixa;CONCEICAO DO MATO DENTRO;MG;2015-06-22;276;9;3,26
OI Fixa;BELO JARDIM;PE;2015-06-22;276;3;1,09
OI Fixa;ANDRADAS;MG;2015-06-22;276;13;4,71
GVT;INDAIATUBA;SP;2015-06-22;275;4;1,45
OI Fixa;BRUMADINHO;MG;2015-06-22;274;6;2,19
BrT Fixa;CANARANA;MT;2015-06-22;273;16;5,86
BrT Fixa;QUATRO BARRAS;PR;2015-06-22;272;1;0,37
Telefônica;AGUAS DE SAO PEDRO;SP;2015-06-22;272;17;6,25
BrT Fixa;URUGUAIANA;RS;2015-06-22;272;0;0
OI Fixa;RIBEIRA DO POMBAL;BA;2015-06-22;271;4;1,48
OI Fixa;MUCUGE;BA;2015-06-22;270;6;2,22
Telefônica;RANCHARIA;SP;2015-06-22;270;4;1,48
OI Fixa;ICONHA;ES;2015-06-22;269;2;0,74
GVT;GASPAR;SC;2015-06-22;268;11;4,1
Telefônica;RIO GRANDE DA SERRA;SP;2015-06-22;268;10;3,73
GVT;CORONEL FABRICIANO;MG;2015-06-22;267;6;2,25
GVT;RIO BRANCO;AC;2015-06-22;267;10;3,75
OI Fixa;CODO;MA;2015-06-22;267;5;1,87
BrT Fixa;FARROUPILHA;RS;2015-06-22;266;1;0,38
OI Fixa;FRANCISCO SA;MG;2015-06-22;266;77;28,95
Algar Telecom;TUPACIGUARA;MG;2015-06-22;266;4;1,5
OI Fixa;RIACHAO DO JACUIPE;BA;2015-06-22;265;4;1,51
Telefônica;POTIM;SP;2015-06-22;265;4;1,51
Telefônica;RIBEIRAO BONITO;SP;2015-06-22;265;6;2,26
BrT Fixa;PARANATINGA;MT;2015-06-22;264;5;1,89
OI Fixa;SAO PAULO;SP;2015-06-22;263;8;3,04
GVT;ARACAJU;SE;2015-06-22;263;13;4,94
GVT;VALPARAISO DE GOIAS;GO;2015-06-22;262;16;6,11
OI Fixa;BOM JESUS;PI;2015-06-22;262;0;0
BrT Fixa;CAMAQUA;RS;2015-06-22;261;4;1,53
Embratel;RIO BRANCO;AC;2015-06-22;261;16;6,13
BrT Fixa;INDIARA;GO;2015-06-22;261;2;0,77
OI Fixa;CAMOCIM;CE;2015-06-22;261;6;2,3
OI Fixa;SALGUEIRO;PE;2015-06-22;260;4;1,54
Embratel;BELFORD ROXO;RJ;2015-06-22;260;3;1,15
OI Fixa;CASTELO;ES;2015-06-22;260;12;4,62
OI Fixa;TANGUA;RJ;2015-06-22;259;14;5,41
OI Fixa;CONCEICAO DO COITE;BA;2015-06-22;259;9;3,47
Telefônica;IRACEMAPOLIS;SP;2015-06-22;258;9;3,49
Telefônica;AGUAI;SP;2015-06-22;258;27;10,47
BrT Fixa;MONTENEGRO;RS;2015-06-22;257;1;0,39
Embratel;VARZEA GRANDE;MT;2015-06-22;256;52;20,31
Algar Telecom;NOVA PONTE;MG;2015-06-22;256;8;3,13
OI Fixa;CARANGOLA;MG;2015-06-22;256;12;4,69
BrT Fixa;ARIPUANA;MT;2015-06-22;256;31;12,11
Telefônica;FARTURA;SP;2015-06-22;256;11;4,3
BrT Fixa;CANELA;RS;2015-06-22;255;4;1,57
Embratel;JACAREI;SP;2015-06-22;255;5;1,96
OI Fixa;BACABAL;MA;2015-06-22;255;5;1,96
OI Fixa;ITAPEMIRIM;ES;2015-06-22;255;1;0,39
BrT Fixa;CACHOEIRA DO SUL;RS;2015-06-22;254;27;10,63
Telefônica;PARIQUERA-ACU;SP;2015-06-22;254;6;2,36
Telecomdados;PEDRO LEOPOLDO;MG;2015-06-22;254;7;2,76
OI Fixa;IPOJUCA;PE;2015-06-22;254;12;4,72
